contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	contamination	kmer_freq	lifestyle
V-CB4_NODE_6476_length_6797_cov_2.796726	6797	Yes	4841	8	2	1	Low-quality	Genome-fragment	11.66	28.78	1	-
V-CB4_NODE_6857_length_6455_cov_3.865005	6455	Yes	2887	9	1	1	Low-quality	Genome-fragment	3.35	55.27	1	filtered
V-CB4_NODE_7310_length_6130_cov_12.754667	6130	Yes	5707	10	1	1	Low-quality	Genome-fragment	6.98	6.9	1	-
V-CB4_NODE_7395_length_6078_cov_2.819197	6078	Yes	4416	10	1	1	Low-quality	Genome-fragment	7.13	27.34	1	-
V-CB4_NODE_7477_length_6023_cov_3.714598	6023	Yes	2209	10	1	1	Low-quality	Genome-fragment	3.06	63.32	1	filtered
V-CB4_NODE_7649_length_5921_cov_5.267796	5921	Yes	3231	7	1	1	Low-quality	Genome-fragment	6.64	45.43	1	-
V-CB4_NODE_7728_length_5875_cov_10.112280	5875	Yes	4803	9	1	2	Low-quality	Genome-fragment	2.62	18.25	1	virulent
V-CB4_NODE_7753_length_5862_cov_3.866033	5862	Yes	3043	9	1	2	Low-quality	Genome-fragment	3.42	48.09	1	-
V-CB4_NODE_7811_length_5827_cov_15.328000	5827	Yes	3308	12	2	2	Low-quality	Genome-fragment	6.07	43.23	1	virulent
V-CB4_NODE_7844_length_5810_cov_4.280656	5810	Yes	1557	10	1	2	Low-quality	Genome-fragment	3.72	73.2	1	filtered
V-CB4_NODE_7923_length_5769_cov_6.858222	5769	Yes	3193	9	1	2	Low-quality	Genome-fragment	3.93	44.65	1	virulent
V-CB4_NODE_8345_length_5564_cov_4.074358	5564	Yes	3786	4	1	1	Low-quality	Genome-fragment	1.12	31.96	1	virulent
V-CB4_NODE_8381_length_5541_cov_50.793375	5541	Yes	5066	8	2	1	Low-quality	Genome-fragment	6.33	8.57	1	-
V-CB4_NODE_8398_length_5533_cov_7.353556	5533	Yes	4868	7	1	1	Low-quality	Genome-fragment	7.28	12.02	1	temperate
V-CB4_NODE_8449_length_5510_cov_4.082643	5510	Yes	4121	10	2	1	Low-quality	Genome-fragment	7.42	25.21	1	-
V-CB4_NODE_8493_length_5486_cov_5.502496	5486	Yes	3862	8	1	1	Low-quality	Genome-fragment	10.84	29.6	1	-
V-CB4_NODE_8603_length_5427_cov_24.168224	5427	Yes	4489	8	2	1	Low-quality	Genome-fragment	9.62	17.28	1	temperate
V-CB4_NODE_9018_length_5231_cov_6.912689	5231	Yes	2845	10	1	1	Low-quality	Genome-fragment	1.84	45.61	1	filtered
V-CB4_NODE_9074_length_5204_cov_4.926468	5204	Yes	4546	10	2	2	Low-quality	Genome-fragment	2.83	12.64	1	temperate
V-CB4_NODE_9104_length_5190_cov_55.207901	5190	Yes	4023	5	2	1	Low-quality	Genome-fragment	10.58	22.49	1	temperate
V-CB4_NODE_9158_length_5174_cov_3.298018	5174	Yes	1877	8	1	3	Low-quality	Genome-fragment	2.85	63.72	1	filtered
V-CB4_NODE_9258_length_5128_cov_4.877450	5128	Yes	2874	8	1	1	Low-quality	Genome-fragment	3.77	43.95	1	filtered
V-CB4_NODE_9448_length_5051_cov_3.208484	5051	Yes	3226	7	1	1	Low-quality	Genome-fragment	8.12	36.13	1	-
V-CB4_NODE_9518_length_5025_cov_3.061439	5025	Yes	3763	7	1	1	Low-quality	Genome-fragment	3.12	25.11	1	-
V-CB4_NODE_9746_length_4938_cov_3.352808	4938	Yes	4346	9	1	1	Low-quality	Genome-fragment	6.47	11.99	1	-
V-CB4_NODE_9800_length_4918_cov_3.051436	4918	Yes	3044	9	1	1	Low-quality	Genome-fragment	6.88	38.1	1	temperate
V-CB4_NODE_10005_length_4841_cov_3.925693	4841	Yes	3505	7	1	1	Low-quality	Genome-fragment	1.45	27.6	1	virulent
V-CB4_NODE_10038_length_4831_cov_3.485065	4831	Yes	4510	5	1	1	Low-quality	Genome-fragment	5.22	6.64	1	virulent
V-CB4_NODE_10171_length_4788_cov_4.180641	4788	Yes	2179	5	1	1	Low-quality	Genome-fragment	3.02	54.49	1	filtered
V-CB4_NODE_10437_length_4693_cov_8.867634	4693	Yes	3141	6	1	1	Low-quality	Genome-fragment	5.57	33.07	1	temperate
V-CB4_NODE_10438_length_4693_cov_3.689558	4693	Yes	2509	7	1	1	Low-quality	Genome-fragment	2.91	46.54	1	filtered
V-CB4_NODE_10504_length_4675_cov_5.873423	4675	Yes	3876	9	1	1	Low-quality	Genome-fragment	8.01	17.09	1	temperate
V-CB4_NODE_10511_length_4672_cov_6.392818	4672	Yes	2752	5	1	1	Low-quality	Genome-fragment	1.15	41.1	1	filtered
V-CB4_NODE_10604_length_4643_cov_3.594612	4643	Yes	2577	6	2	1	Low-quality	Genome-fragment	6.36	44.5	1	filtered
V-CB4_NODE_10630_length_4636_cov_2.911823	4636	Yes	2279	9	1	1	Low-quality	Genome-fragment	4.45	50.84	1	filtered
V-CB4_NODE_10822_length_4580_cov_6.464135	4580	Yes	3087	9	1	1	Low-quality	Genome-fragment	4.88	32.6	1	-
V-CB4_NODE_10941_length_4539_cov_6.522411	4539	Yes	1516	7	2	2	Low-quality	Genome-fragment	3.52	66.6	1	filtered
V-CB4_NODE_11022_length_4510_cov_5.541169	4510	Yes	1540	4	2	1	Low-quality	Genome-fragment	2.7	65.85	1	filtered
V-CB4_NODE_11040_length_4505_cov_7.108627	4505	Yes	3134	6	1	1	Low-quality	Genome-fragment	8.09	30.43	1	virulent
V-CB4_NODE_11545_length_4371_cov_4.121332	4371	Yes	2163	8	1	2	Low-quality	Genome-fragment	2.69	50.51	1	filtered
V-CB4_NODE_11741_length_4314_cov_68.587680	4314	Yes	2309	5	1	1	Low-quality	Genome-fragment	4.86	46.48	1	filtered
V-CB4_NODE_12095_length_4217_cov_5.939130	4217	Yes	2423	9	1	1	Low-quality	Genome-fragment	3.68	42.54	1	filtered
V-CB4_NODE_12263_length_4173_cov_5.663574	4173	Yes	2031	6	1	1	Low-quality	Genome-fragment	3.01	51.33	1	filtered
V-CB4_NODE_12435_length_4125_cov_3.010375	4125	Yes	3473	9	1	1	Low-quality	Genome-fragment	5.28	15.81	1	temperate
V-CB4_NODE_12533_length_4102_cov_23.779627	4102	Yes	1805	7	1	1	Low-quality	Genome-fragment	2.15	56	1	filtered
V-CB4_NODE_12616_length_4084_cov_3.797355	4084	Yes	3343	6	2	1	Low-quality	Genome-fragment	6.06	18.14	1	-
V-CB4_NODE_12667_length_4073_cov_6.369620	4073	Yes	3345	6	2	1	Low-quality	Genome-fragment	8.12	17.87	1	-
V-CB4_NODE_12937_length_4010_cov_2.212052	4010	Yes	3322	5	1	1	Low-quality	Genome-fragment	4.93	17.16	1	-
V-CB4_NODE_13447_length_3908_cov_3.505612	3908	Yes	1908	5	1	1	Low-quality	Genome-fragment	3.95	51.18	1	filtered
V-CB4_NODE_13909_length_3819_cov_3.136024	3819	Yes	2212	7	1	1	Low-quality	Genome-fragment	2.76	42.08	1	filtered
V-CB4_NODE_14208_length_3765_cov_4.197397	3765	Yes	1962	4	1	1	Low-quality	Genome-fragment	3.94	47.89	1	filtered
V-CB4_NODE_14485_length_3714_cov_229.981578	3714	Yes	1812	5	1	1	Low-quality	Genome-fragment	3	51.21	1	filtered
V-CB4_NODE_14535_length_3706_cov_3.787269	3706	Yes	1526	3	1	1	Low-quality	Genome-fragment	3.59	58.82	1	filtered
V-CB4_NODE_14630_length_3689_cov_4.425249	3689	Yes	3286	10	1	1	Low-quality	Genome-fragment	1.17	10.92	1	temperate
V-CB4_NODE_14680_length_3681_cov_4.108213	3681	Yes	2479	4	1	1	Low-quality	Genome-fragment	2.29	32.65	1	filtered
V-CB4_NODE_14764_length_3667_cov_4.068245	3667	Yes	3083	6	1	1	Low-quality	Genome-fragment	7.16	15.93	1	virulent
V-CB4_NODE_14835_length_3653_cov_3.401286	3653	Yes	2842	4	1	1	Low-quality	Genome-fragment	1.14	22.2	1	filtered
V-CB4_NODE_15246_length_3583_cov_22.638905	3583	Yes	2503	7	1	1	Low-quality	Genome-fragment	4.93	30.14	1	filtered
V-CB4_NODE_15342_length_3564_cov_2.977918	3564	Yes	1967	7	1	1	Low-quality	Genome-fragment	1.98	44.81	1	filtered
V-CB4_NODE_15569_length_3531_cov_2.259699	3531	Yes	2140	5	1	1	Low-quality	Genome-fragment	4.66	39.39	1	filtered
V-CB4_NODE_15746_length_3503_cov_2.653532	3503	Yes	2326	3	1	1	Low-quality	Genome-fragment	3.12	33.6	1	filtered
V-CB4_NODE_15940_length_3471_cov_4.135828	3471	Yes	1989	8	1	1	Low-quality	Genome-fragment	1.63	42.7	1	filtered
V-CB4_NODE_16018_length_3460_cov_4.535915	3460	Yes	2304	4	1	1	Low-quality	Genome-fragment	0.65	33.41	1	filtered
V-CB4_NODE_16113_length_3447_cov_8.592582	3447	Yes	1691	5	1	1	Low-quality	Genome-fragment	4.25	50.94	1	filtered
V-CB4_NODE_16473_length_3399_cov_2.080072	3399	Yes	3089	5	2	1	Low-quality	Genome-fragment	3.88	9.12	1	-
V-CB4_NODE_16527_length_3392_cov_4.388235	3392	Yes	2101	5	1	1	Low-quality	Genome-fragment	1.88	38.06	1	filtered
V-CB4_NODE_16678_length_3369_cov_2.950790	3369	Yes	1953	6	1	1	Low-quality	Genome-fragment	5.42	42.03	1	filtered
V-CB4_NODE_16801_length_3352_cov_3.649466	3352	Yes	2402	4	2	1	Low-quality	Genome-fragment	1.52	28.34	1	filtered
V-CB4_NODE_16806_length_3351_cov_4.191814	3351	Yes	2820	7	2	1	Low-quality	Genome-fragment	4.43	15.85	1	filtered
V-CB4_NODE_16831_length_3348_cov_5.497707	3348	Yes	2407	4	1	1	Low-quality	Genome-fragment	5.26	28.11	1	filtered
V-CB4_NODE_17051_length_3317_cov_3.363580	3317	Yes	2588	6	2	1	Low-quality	Genome-fragment	3.14	21.98	1	filtered
V-CB4_NODE_17387_length_3276_cov_10.946233	3276	Yes	1900	5	1	1	Low-quality	Genome-fragment	3.1	42	1	filtered
V-CB4_NODE_17499_length_3263_cov_7.276522	3263	Yes	2576	4	1	1	Low-quality	Genome-fragment	1.76	21.05	1	filtered
V-CB4_NODE_17593_length_3252_cov_3.066142	3252	Yes	2677	5	1	1	Low-quality	Genome-fragment	4.88	17.68	1	filtered
V-CB4_NODE_17655_length_3245_cov_3.417298	3245	Yes	1629	4	1	1	Low-quality	Genome-fragment	0.68	49.8	1	filtered
V-CB4_NODE_17938_length_3206_cov_7.332055	3206	Yes	2223	4	2	1	Low-quality	Genome-fragment	2.28	30.66	1	filtered
V-CB4_NODE_18104_length_3187_cov_3.052090	3187	Yes	2191	4	1	1	Low-quality	Genome-fragment	2.71	31.25	1	filtered
V-CB4_NODE_18407_length_3152_cov_3.527805	3152	Yes	2469	6	1	1	Low-quality	Genome-fragment	4.04	21.67	1	filtered
V-CB4_NODE_18466_length_3145_cov_2.867666	3145	Yes	2181	7	1	1	Low-quality	Genome-fragment	3.23	30.65	1	filtered
V-CB4_NODE_19224_length_3057_cov_3.364765	3057	Yes	2626	5	1	1	Low-quality	Genome-fragment	5.53	14.1	1	filtered
V-CB4_NODE_20160_length_2961_cov_4.218100	2961	Yes	1723	2	1	1	Low-quality	Genome-fragment	3.34	41.81	1	filtered
V-CB4_NODE_20319_length_2946_cov_2.529104	2946	Yes	2059	4	2	1	Low-quality	Genome-fragment	1.31	30.11	1	filtered
V-CB4_NODE_20652_length_2912_cov_4.435273	2912	Yes	2171	3	1	1	Low-quality	Genome-fragment	3.23	25.45	1	filtered
V-CB4_NODE_21123_length_2869_cov_4.791905	2869	Yes	2541	6	1	1	Low-quality	Genome-fragment	1.35	11.43	1	filtered
V-CB4_NODE_21419_length_2845_cov_5.814668	2845	Yes	1571	5	1	1	Low-quality	Genome-fragment	1.51	44.78	1	filtered
V-CB4_NODE_21531_length_2837_cov_2.323551	2837	Yes	1710	4	1	1	Low-quality	Genome-fragment	3.5	39.73	1	filtered
V-CB4_NODE_22862_length_2722_cov_3.777316	2722	Yes	1655	5	1	1	Low-quality	Genome-fragment	0.15	39.2	1	filtered
V-CB4_NODE_23499_length_2677_cov_6.717692	2677	Yes	1624	4	1	1	Low-quality	Genome-fragment	2.51	39.34	1	filtered
V-CB4_NODE_23871_length_2650_cov_2.932763	2650	Yes	1634	6	1	2	Low-quality	Genome-fragment	2.41	38.34	1	filtered
V-CB4_NODE_24152_length_2630_cov_7.822170	2630	Yes	2115	2	1	1	Low-quality	Genome-fragment	4.77	19.58	1	filtered
V-CB4_NODE_24798_length_2585_cov_8.698166	2585	Yes	2137	7	1	1	Low-quality	Genome-fragment	1.95	17.33	1	filtered
V-CB4_NODE_25270_length_2554_cov_3.507469	2554	Yes	1544	4	2	1	Low-quality	Genome-fragment	4.55	39.55	1	filtered
V-CB4_NODE_25817_length_2520_cov_3.397462	2520	Yes	2173	5	1	1	Low-quality	Genome-fragment	2.27	13.77	1	filtered
V-CB4_NODE_26281_length_2491_cov_3.241922	2491	Yes	1818	3	1	1	Low-quality	Genome-fragment	2.93	27.02	1	filtered
V-CB4_NODE_26435_length_2481_cov_4.194676	2481	Yes	1977	3	2	1	Low-quality	Genome-fragment	3.33	20.31	1	filtered
V-CB4_NODE_27004_length_2449_cov_4.669056	2449	Yes	1511	6	2	1	Low-quality	Genome-fragment	0.68	38.3	1	filtered
V-CB4_NODE_29265_length_2328_cov_4.933807	2328	Yes	1739	3	1	1	Low-quality	Genome-fragment	4.14	25.3	1	filtered
V-CB4_NODE_34127_length_2114_cov_3.770250	2114	Yes	1553	3	1	1	Low-quality	Genome-fragment	0.94	26.54	1	filtered
V-CB4_NODE_38215_length_1973_cov_3.864979	1973	Yes	1831	3	1	1	Low-quality	Genome-fragment	4.21	7.2	1	filtered
V-CB4_NODE_38806_length_1955_cov_11.435037	1955	Yes	1621	2	1	1	Low-quality	Genome-fragment	1.86	17.08	1	filtered
V-CB4_NODE_39711_length_1928_cov_3.461372	1928	Yes	1514	5	1	1	Low-quality	Genome-fragment	2.27	21.47	1	filtered
V-CC1_NODE_37_length_71890_cov_12.708409	71890	Yes	50127	85	5	9	Low-quality	Genome-fragment	48.37	30.27	1	temperate
V-CC1_NODE_95_length_58425_cov_11.249092	58425	Yes	49903	84	7	5	Medium-quality	Genome-fragment	86.16	14.59	1	virulent
V-CC1_NODE_158_length_50362_cov_11.544576	50362	Yes	18038	60	6	9	Low-quality	Genome-fragment	10.16	64.18	1	-
V-CC1_NODE_161_length_50071_cov_17.208485	50071	Yes	33090	65	5	7	Low-quality	Genome-fragment	40.81	33.91	1	NA
V-CC1_NODE_415_length_38952_cov_9.795781	38952	Yes	30919	61	5	4	Medium-quality	Genome-fragment	80.76	20.62	1	virulent
V-CC1_NODE_483_length_36490_cov_49.112597	36490	Yes	29840	51	9	4	Low-quality	Genome-fragment	38.41	18.22	1	temperate
V-CC1_NODE_578_length_32634_cov_6.638019	32634	Yes	27421	54	3	2	Medium-quality	Genome-fragment	81.64	15.97	1	virulent
V-CC1_NODE_704_length_28607_cov_8.482720	28607	Yes	10221	32	5	5	Low-quality	Genome-fragment	13.75	64.27	1	-
V-CC1_NODE_975_length_23325_cov_7.649346	23325	Yes	15680	27	3	3	Low-quality	Genome-fragment	27.05	32.78	1	temperate
V-CC1_NODE_991_length_23032_cov_4.710608	23032	Yes	12680	30	4	4	Low-quality	Genome-fragment	25.86	44.95	1	temperate
V-CC1_NODE_1165_length_20608_cov_4.768155	20608	Yes	17389	31	2	2	Low-quality	Genome-fragment	39	15.62	1	-
V-CC1_NODE_1202_length_20073_cov_5.320264	20073	Yes	14072	20	4	3	Low-quality	Genome-fragment	41.02	29.9	1	-
V-CC1_NODE_1425_length_18052_cov_7.973129	18052	Yes	4230	31	3	7	Low-quality	Genome-fragment	5.7	76.57	1	temperate
V-CC1_NODE_1629_length_16469_cov_22.835102	16469	Yes	4477	18	3	7	Low-quality	Genome-fragment	3.94	72.82	1	-
V-CC1_NODE_1762_length_15668_cov_8.859214	15668	Yes	9681	19	7	5	Low-quality	Genome-fragment	17.86	38.21	1	temperate
V-CC1_NODE_1844_length_15251_cov_25.491696	15251	Yes	5039	25	5	5	Low-quality	Genome-fragment	6.71	66.96	1	temperate
V-CC1_NODE_2009_length_14426_cov_3.978047	14426	Yes	9558	17	3	2	Low-quality	Genome-fragment	19.21	33.74	1	-
V-CC1_NODE_2079_length_14114_cov_5.367315	14114	Yes	6321	18	3	2	Low-quality	Genome-fragment	5.69	55.21	1	temperate
V-CC1_NODE_2114_length_13926_cov_24.491227	13926	Yes	8192	21	6	4	Low-quality	Genome-fragment	9.08	41.17	1	temperate
V-CC1_NODE_2421_length_12714_cov_14.886445	12714	Yes	10233	14	6	2	Low-quality	Genome-fragment	18.23	19.51	1	temperate
V-CC1_NODE_2657_length_11907_cov_6.669400	11907	Yes	8310	16	2	2	Low-quality	Genome-fragment	12.48	30.21	1	-
V-CC1_NODE_2985_length_10998_cov_4.821903	10998	Yes	4456	10	1	3	Low-quality	Genome-fragment	6.67	59.48	1	-
V-CC1_NODE_3406_length_10020_cov_7.096047	10020	Yes	9083	10	1	1	Low-quality	Genome-fragment	9.25	9.35	1	-
V-CC1_NODE_3542_length_9751_cov_4.085280	9751	Yes	4247	13	4	2	Low-quality	Genome-fragment	10.7	56.45	1	-
V-CC1_NODE_3660_length_9542_cov_39.154781	9542	Yes	7334	10	1	1	Low-quality	Genome-fragment	10.52	23.14	1	virulent
V-CC1_NODE_3963_length_9088_cov_15.164910	9088	Yes	7610	10	3	1	Low-quality	Genome-fragment	9.48	16.26	1	-
V-CC1_NODE_3970_length_9081_cov_4.415926	9081	Yes	3596	15	4	4	Low-quality	Genome-fragment	4.9	60.4	1	virulent
V-CC1_NODE_3980_length_9068_cov_3.836726	9068	Yes	5180	19	3	2	Low-quality	Genome-fragment	8.17	42.88	1	temperate
V-CC1_NODE_3983_length_9063_cov_3.660806	9063	Yes	5928	12	2	4	Low-quality	Genome-fragment	5.86	34.59	1	-
V-CC1_NODE_4080_length_8936_cov_3.910599	8936	Yes	6937	10	2	1	Low-quality	Genome-fragment	14.73	22.37	1	-
V-CC1_NODE_4207_length_8757_cov_3.787212	8757	Yes	6501	10	2	2	Low-quality	Genome-fragment	13.43	25.76	1	temperate
V-CC1_NODE_4417_length_8495_cov_4.910311	8495	Yes	4111	11	2	2	Low-quality	Genome-fragment	6.36	51.61	1	-
V-CC1_NODE_4530_length_8351_cov_12.036500	8351	Yes	7018	8	1	1	Low-quality	Genome-fragment	18.98	15.96	1	-
V-CC1_NODE_4701_length_8168_cov_12.604499	8168	Yes	7649	5	1	1	Low-quality	Genome-fragment	9.98	6.35	1	-
V-CC1_NODE_4768_length_8106_cov_34.593225	8106	Yes	2829	10	1	3	Low-quality	Genome-fragment	3.3	65.1	1	filtered
V-CC1_NODE_5000_length_7859_cov_4.313801	7859	Yes	3925	10	1	1	Low-quality	Genome-fragment	5.33	50.06	1	-
V-CC1_NODE_5448_length_7442_cov_5.214257	7442	Yes	5437	10	1	1	Low-quality	Genome-fragment	8.89	26.94	1	-
V-CC1_NODE_5491_length_7394_cov_11.670903	7394	Yes	4818	14	2	2	Low-quality	Genome-fragment	5.47	34.84	1	temperate
V-CC1_NODE_5767_length_7154_cov_8.395083	7154	Yes	4548	8	2	1	Low-quality	Genome-fragment	5.17	36.43	1	virulent
V-CC1_NODE_5818_length_7111_cov_4.209269	7111	Yes	4121	8	2	3	Low-quality	Genome-fragment	6.2	42.05	1	temperate
V-CC1_NODE_5920_length_7030_cov_3.707321	7030	Yes	2149	10	1	2	Low-quality	Genome-fragment	3.16	69.43	1	filtered
V-CC1_NODE_5931_length_7025_cov_22.793754	7025	Yes	3453	9	1	3	Low-quality	Genome-fragment	6.11	50.85	1	-
V-CC1_NODE_6104_length_6888_cov_3.753047	6888	Yes	4892	10	1	2	Low-quality	Genome-fragment	10.31	28.98	1	-
V-CC1_NODE_6145_length_6852_cov_4.061255	6852	Yes	3967	8	1	2	Low-quality	Genome-fragment	7.62	42.1	1	virulent
V-CC1_NODE_6167_length_6840_cov_2.567204	6840	Yes	4946	9	3	1	Low-quality	Genome-fragment	10.17	27.69	1	-
V-CC1_NODE_6229_length_6791_cov_8.874441	6791	Yes	5083	10	1	2	Low-quality	Genome-fragment	8.21	25.15	1	-
V-CC1_NODE_6267_length_6767_cov_4.824365	6767	Yes	5262	10	2	1	Low-quality	Genome-fragment	5.94	22.24	1	virulent
V-CC1_NODE_6655_length_6536_cov_5.140115	6536	Yes	5192	10	3	1	Low-quality	Genome-fragment	6.61	20.56	1	-
V-CC1_NODE_7422_length_6101_cov_4.696713	6101	Yes	2105	8	1	2	Low-quality	Genome-fragment	2.58	65.5	1	filtered
V-CC1_NODE_7441_length_6093_cov_3.178191	6093	Yes	4770	10	2	1	Low-quality	Genome-fragment	8.36	21.71	1	virulent
V-CC1_NODE_7509_length_6060_cov_2.069697	6060	Yes	3669	10	1	2	Low-quality	Genome-fragment	6	39.46	1	-
V-CC1_NODE_7530_length_6047_cov_57.179397	6047	Yes	3359	10	1	2	Low-quality	Genome-fragment	7.02	44.45	1	-
V-CC1_NODE_7539_length_6046_cov_5.441783	6046	Yes	4436	9	1	1	Low-quality	Genome-fragment	7.66	26.63	1	virulent
V-CC1_NODE_7577_length_6026_cov_3.062868	6026	Yes	2569	6	2	2	Low-quality	Genome-fragment	2.27	57.37	1	filtered
V-CC1_NODE_7582_length_6023_cov_4.643290	6023	Yes	2992	7	1	1	Low-quality	Genome-fragment	4.66	50.32	1	filtered
V-CC1_NODE_7699_length_5970_cov_8.482437	5970	Yes	1598	8	1	3	Low-quality	Genome-fragment	3.03	73.23	1	filtered
V-CC1_NODE_7950_length_5851_cov_4.825424	5851	Yes	5251	9	2	1	Low-quality	Genome-fragment	11.74	10.25	1	virulent
V-CC1_NODE_8177_length_5757_cov_4.602113	5757	Yes	3712	8	2	2	Low-quality	Genome-fragment	6.65	35.52	1	temperate
V-CC1_NODE_8192_length_5752_cov_3.551894	5752	Yes	2534	10	1	2	Low-quality	Genome-fragment	3.62	55.95	1	filtered
V-CC1_NODE_8341_length_5688_cov_3.996792	5688	Yes	4474	9	1	2	Low-quality	Genome-fragment	9.35	21.34	1	-
V-CC1_NODE_8382_length_5672_cov_4.193029	5672	Yes	2468	9	2	2	Low-quality	Genome-fragment	4.55	56.49	1	filtered
V-CC1_NODE_8424_length_5653_cov_5.601506	5653	Yes	3118	8	1	1	Low-quality	Genome-fragment	2.79	44.84	1	temperate
V-CC1_NODE_8515_length_5622_cov_3.807033	5622	Yes	2585	6	2	2	Low-quality	Genome-fragment	6.61	54.02	1	filtered
V-CC1_NODE_8734_length_5537_cov_3.384432	5537	Yes	3485	9	2	1	Low-quality	Genome-fragment	5.3	37.06	1	virulent
V-CC1_NODE_8867_length_5486_cov_9.308745	5486	Yes	5042	8	1	1	Low-quality	Genome-fragment	8.36	8.09	1	-
V-CC1_NODE_9067_length_5413_cov_2.848763	5413	Yes	2872	7	2	1	Low-quality	Genome-fragment	5.04	46.94	1	filtered
V-CC1_NODE_9124_length_5387_cov_4.450094	5387	Yes	2172	8	2	1	Low-quality	Genome-fragment	3.39	59.68	1	filtered
V-CC1_NODE_9312_length_5324_cov_3.200877	5324	Yes	4759	6	1	1	Low-quality	Genome-fragment	12.4	10.61	1	-
V-CC1_NODE_9677_length_5202_cov_3.333659	5202	Yes	3236	5	1	1	Low-quality	Genome-fragment	2.28	37.79	1	-
V-CC1_NODE_9819_length_5161_cov_2.491935	5161	Yes	4010	9	1	1	Low-quality	Genome-fragment	2.53	22.3	1	-
V-CC1_NODE_9911_length_5135_cov_6.225781	5135	Yes	4051	8	1	1	Low-quality	Genome-fragment	6.11	21.11	1	temperate
V-CC1_NODE_10488_length_4972_cov_5.231052	4972	Yes	2304	8	1	1	Low-quality	Genome-fragment	3.45	53.66	1	filtered
V-CC1_NODE_10555_length_4953_cov_3.966776	4953	Yes	1659	7	2	2	Low-quality	Genome-fragment	3.17	66.51	1	filtered
V-CC1_NODE_10602_length_4942_cov_2.814388	4942	Yes	3194	9	1	1	Low-quality	Genome-fragment	7.1	35.37	1	-
V-CC1_NODE_10635_length_4931_cov_2.923568	4931	Yes	2713	6	1	1	Low-quality	Genome-fragment	4.02	44.98	1	filtered
V-CC1_NODE_10902_length_4860_cov_3.225591	4860	Yes	2181	3	1	1	Low-quality	Genome-fragment	3.56	55.12	1	filtered
V-CC1_NODE_10982_length_4837_cov_9.167857	4837	Yes	3466	7	1	1	Low-quality	Genome-fragment	6.4	28.34	1	virulent
V-CC1_NODE_11136_length_4799_cov_4.821262	4799	Yes	3855	10	1	1	Low-quality	Genome-fragment	7.52	19.67	1	virulent
V-CC1_NODE_11266_length_4764_cov_2.660124	4764	Yes	3518	5	1	1	Low-quality	Genome-fragment	4.61	26.15	1	-
V-CC1_NODE_11434_length_4721_cov_21.263135	4721	Yes	2587	8	1	1	Low-quality	Genome-fragment	5.4	45.2	1	filtered
V-CC1_NODE_11498_length_4705_cov_2.092697	4705	Yes	1577	8	1	3	Low-quality	Genome-fragment	1.02	66.48	1	filtered
V-CC1_NODE_11744_length_4649_cov_5.454068	4649	Yes	1787	9	1	2	Low-quality	Genome-fragment	3.5	61.56	1	filtered
V-CC1_NODE_11850_length_4621_cov_6.482394	4621	Yes	2509	6	2	2	Low-quality	Genome-fragment	2.67	45.7	1	filtered
V-CC1_NODE_11866_length_4617_cov_2.579075	4617	Yes	2572	7	1	1	Low-quality	Genome-fragment	1.69	44.29	1	filtered
V-CC1_NODE_12122_length_4560_cov_23.066473	4560	Yes	4316	6	1	1	Low-quality	Genome-fragment	7.65	5.35	1	virulent
V-CC1_NODE_12190_length_4546_cov_9.554039	4546	Yes	3450	5	2	1	Low-quality	Genome-fragment	2.09	24.11	1	-
V-CC1_NODE_12566_length_4462_cov_32.820753	4462	Yes	2670	5	1	2	Low-quality	Genome-fragment	3.82	40.16	1	filtered
V-CC1_NODE_12805_length_4414_cov_2.437630	4414	Yes	2746	8	1	1	Low-quality	Genome-fragment	2.26	37.79	1	filtered
V-CC1_NODE_13072_length_4364_cov_2.646606	4364	Yes	3507	3	1	1	Low-quality	Genome-fragment	3.14	19.64	1	-
V-CC1_NODE_13078_length_4363_cov_2.056463	4363	Yes	2661	6	1	1	Low-quality	Genome-fragment	3.78	39.01	1	filtered
V-CC1_NODE_13211_length_4339_cov_2.684890	4339	Yes	3932	8	2	1	Low-quality	Genome-fragment	4.94	9.38	1	virulent
V-CC1_NODE_13303_length_4319_cov_5.105375	4319	Yes	3526	4	1	1	Low-quality	Genome-fragment	6.15	18.36	1	virulent
V-CC1_NODE_13364_length_4309_cov_4.763941	4309	Yes	2857	8	1	1	Low-quality	Genome-fragment	7.5	33.7	1	filtered
V-CC1_NODE_13640_length_4261_cov_2.626195	4261	Yes	1774	7	1	1	Low-quality	Genome-fragment	2.35	58.37	1	filtered
V-CC1_NODE_13697_length_4251_cov_2.171059	4251	Yes	2744	6	1	2	Low-quality	Genome-fragment	5.67	35.45	1	filtered
V-CC1_NODE_13808_length_4233_cov_3.647738	4233	Yes	3453	5	1	1	Low-quality	Genome-fragment	4.4	18.43	1	virulent
V-CC1_NODE_14093_length_4184_cov_7.725834	4184	Yes	3755	6	1	1	Low-quality	Genome-fragment	8.75	10.25	1	-
V-CC1_NODE_14237_length_4160_cov_2.434484	4160	Yes	2572	4	1	1	Low-quality	Genome-fragment	6.19	38.17	1	filtered
V-CC1_NODE_14383_length_4138_cov_2.222113	4138	Yes	3236	6	2	2	Low-quality	Genome-fragment	5.08	21.8	1	-
